,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,288.42999267578125,291.6294860839844,294.8289794921875,298.0284729003906,301.22796630859375,304.4274597167969,307.6269836425781,310.82647705078125,314.0259704589844,317.2254638671875,320.4249572753906,323.62445068359375,326.8239440917969,330.0234375,333.2229309082031,336.42242431640625,339.6219177246094,342.8214111328125,346.0209045410156,349.22039794921875,352.4198913574219,355.619384765625,358.8188781738281,362.01837158203125,365.2178649902344,368.4173889160156,371.61688232421875,374.8163757324219,378.015869140625,381.2153625488281,384.41485595703125,387.6143493652344,390.8138427734375,394.0133361816406,397.21282958984375,400.4123229980469,403.61181640625,406.8113098144531,410.01080322265625,413.2102966308594,416.4097900390625,419.6092834472656,422.80877685546875,426.0082702636719,429.207763671875,432.40728759765625,435.6067810058594,438.8062744140625,442.0057678222656,445.20526123046875,448.4047546386719,451.604248046875,454.8037414550781,458.00323486328125,461.2027282714844,464.4022216796875,467.6017150878906,470.80120849609375,474.0007019042969,477.2001953125,480.3996887207031,483.59918212890625,486.7986755371094,489.9981689453125,493.1976623535156,496.3971862792969,499.5966796875,502.7961730957031,505.99566650390625,509.1951599121094,512.3946533203125,515.5941162109375,518.7936401367188,521.9931030273438,525.192626953125,528.3921508789062,531.5916137695312,534.7911376953125,537.9906005859375,541.1901245117188,544.3895874023438,547.589111328125,550.78857421875,553.9880981445312,557.1875610351562,560.3870849609375,563.5865478515625,566.7860717773438,569.9855346679688,573.18505859375,576.384521484375,579.5840454101562,582.7835083007812,585.9830322265625,589.1824951171875,592.3820190429688,595.58154296875,598.781005859375,601.9805297851562,605.1799926757812
1,288.4200134277344,288.0394592285156,291.9891357421875,296.1275939941406,299.9096984863281,303.24908447265625,306.7926025390625,310.20501708984375,313.5970458984375,316.86041259765625,320.1059875488281,323.3637390136719,326.562255859375,329.7896728515625,332.9961853027344,336.19952392578125,339.4046325683594,342.6096496582031,345.8125305175781,349.0202331542969,352.24468994140625,355.4068298339844,358.6065368652344,361.8061828613281,365.0170593261719,368.2169189453125,371.4048156738281,374.61639404296875,377.85089111328125,381.05230712890625,384.2591552734375,387.5005187988281,390.716552734375,393.9421081542969,397.1177978515625,400.2984619140625,403.4505615234375,406.5992736816406,409.7328796386719,412.7579345703125,415.9066162109375,419.10614013671875,422.3056945800781,425.5052185058594,428.7047119140625,431.9042053222656,435.10382080078125,438.368408203125,441.57147216796875,444.99322509765625,447.9798278808594,451.1014404296875,454.5257873535156,457.7911682128906,460.99066162109375,464.19012451171875,467.3896484375,470.6741943359375,473.8816223144531,477.0909118652344,480.2857360839844,483.5167236328125,486.64166259765625,489.92694091796875,493.1264953613281,496.32598876953125,499.5255432128906,502.72509765625,505.9246520996094,509.1818542480469,512.3748779296875,515.591552734375,518.7911376953125,521.992431640625,525.1901245117188,528.4207153320312,531.5891723632812,534.7886962890625,538.0482177734375,541.3154296875,544.8704833984375,548.3895263671875,551.5094604492188,555.5626831054688,559.3305053710938,563.2996826171875,567.541748046875,572.1533203125,577.2654418945312,585.0538330078125,595.4096069335938,604.3695068359375,618.54052734375,633.386474609375,649.7210083007812,669.6948852539062,694.3165893554688,724.8740234375,763.01171875,810.8300170898438
2,288.4100036621094,287.6407470703125,291.1490478515625,296.2267150878906,299.9023742675781,303.167724609375,306.10980224609375,309.2732849121094,312.7701110839844,316.23016357421875,319.61029052734375,322.83270263671875,326.21923828125,328.476318359375,332.58746337890625,335.8952331542969,339.03271484375,341.5346374511719,344.793212890625,348.03955078125,351.8584899902344,355.2344055175781,358.4471130371094,361.6548156738281,364.8612060546875,367.86102294921875,370.61712646484375,373.8304748535156,377.0420837402344,380.1937255859375,383.3966064453125,386.5987243652344,389.8002624511719,393.5892028808594,397.02178955078125,400.2216796875,403.4217834472656,406.6229553222656,409.69049072265625,412.89141845703125,415.8539123535156,418.6024169921875,421.80218505859375,425.45245361328125,428.34881591796875,431.40130615234375,434.60101318359375,437.80072021484375,440.8860778808594,444.20037841796875,447.635986328125,450.60028076171875,453.8004455566406,457.3180847167969,460.6467590332031,463.84625244140625,467.1776123046875,470.3005676269531,473.56463623046875,476.7761535644531,480.2572326660156,483.536376953125,486.72821044921875,489.9167175292969,493.1171875,496.25518798828125,499.4549255371094,502.6547546386719,505.9696960449219,509.1905212402344,512.2426147460938,515.1748046875,518.1784057617188,521.477783203125,524.7845458984375,527.3128051757812,530.5304565429688,533.4058837890625,536.6105346679688,539.818359375,538.5730590820312,541.7747192382812,543.9369506835938,539.1292724609375,538.2710571289062,530.4163208007812,533.6158447265625,534.59912109375,524.915283203125,518.2050170898438,494.83013916015625,486.9862365722656,476.7434997558594,463.6407165527344,460.29693603515625,442.1513671875,436.40521240234375,402.44549560546875,358.65362548828125,286.6400146484375
3,288.4200134277344,285.7503967285156,288.7930603027344,290.4989013671875,294.01239013671875,297.53375244140625,301.05572509765625,304.89410400390625,308.739990234375,312.2105407714844,316.2111511230469,319.84429931640625,323.4954528808594,327.1236877441406,330.6450500488281,333.91259765625,337.2523193359375,340.74517822265625,344.08868408203125,347.3583984375,350.609130859375,353.8456726074219,357.0650329589844,360.290771484375,363.50408935546875,366.7687683105469,369.9953308105469,373.2167663574219,376.4339904785156,379.7052001953125,383.3336486816406,386.3307189941406,389.30450439453125,392.2528991699219,395.173828125,398.0649108886719,401.01031494140625,404.07061767578125,407.30364990234375,410.247802734375,411.980224609375,414.68017578125,417.87994384765625,419.7834167480469,422.27117919921875,424.69500732421875,427.5602111816406,430.74896240234375,433.92364501953125,437.0819396972656,442.69964599609375,445.1138000488281,447.4459228515625,449.68865966796875,452.5230712890625,455.5136413574219,458.4596862792969,467.1205749511719,470.6749572753906,473.861083984375,475.4732360839844,478.673095703125,481.873046875,485.07330322265625,488.2738952636719,490.4905700683594,489.31121826171875,493.5586853027344,495.9683532714844,498.9096374511719,502.1092834472656,505.3086853027344,508.50811767578125,510.671875,513.0146484375,515.845947265625,516.887939453125,523.0470581054688,517.6819458007812,514.8304443359375,510.0291748046875,507.5290832519531,505.8320007324219,507.92279052734375,500.964111328125,510.1698913574219,505.7664489746094,500.0162353515625,490.71563720703125,479.5307312011719,477.2261047363281,467.9862976074219,452.2877502441406,431.4781494140625,408.08770751953125,382.55169677734375,370.7040710449219,338.82464599609375,309.12847900390625,286.6400146484375
4,288.42999267578125,289.5090637207031,290.8269348144531,291.9083251953125,295.1194763183594,298.3663635253906,302.24456787109375,306.3505859375,310.31390380859375,314.1436462402344,316.9618225097656,320.26605224609375,324.1558532714844,325.5806579589844,329.1561279296875,332.7828674316406,335.720947265625,338.5663757324219,341.3904113769531,344.19134521484375,348.0122375488281,350.9698181152344,354.28973388671875,357.60107421875,360.9040832519531,362.2100830078125,365.5727233886719,368.705810546875,372.23828125,375.54559326171875,377.704833984375,380.9376220703125,384.1625061035156,389.9730224609375,393.5664978027344,396.80499267578125,400.0400085449219,403.2716369628906,406.5000305175781,409.7254638671875,404.33575439453125,406.5488586425781,409.5562744140625,413.6661682128906,416.8696594238281,419.0737609863281,421.8926086425781,425.092529296875,428.2920227050781,431.49127197265625,443.39385986328125,445.9456787109375,448.9120788574219,451.4337463378906,454.63336181640625,458.0557861328125,461.03271484375,462.61981201171875,464.7095031738281,466.66937255859375,475.737060546875,478.6112365722656,481.4183349609375,483.4335632324219,483.7222595214844,485.437744140625,486.9532165527344,489.0821533203125,492.2816467285156,495.4811096191406,498.68072509765625,501.0322570800781,502.1549987792969,502.9474182128906,503.3666687011719,487.345703125,485.36651611328125,482.8636779785156,479.8058776855469,481.2476806640625,471.2658386230469,473.2614440917969,461.4958801269531,426.3782043457031,420.5934143066406,413.122802734375,407.70489501953125,391.0201416015625,383.8492431640625,368.902099609375,361.2909851074219,354.1558837890625,346.8587341308594,339.3888854980469,331.7154541015625,323.7796630859375,318.34075927734375,308.68365478515625,298.23529052734375,286.6400146484375
5,288.44000244140625,285.85858154296875,288.1729736328125,289.8913879394531,292.7759704589844,296.478271484375,299.78875732421875,303.10821533203125,306.4352111816406,309.9459228515625,313.6029357910156,316.8280334472656,319.3307189941406,322.87200927734375,325.72515869140625,327.3736572265625,330.6888122558594,333.3349609375,337.3218078613281,340.63800048828125,343.9527893066406,347.26544189453125,349.8407897949219,352.0158386230469,355.6903991699219,359.0663757324219,362.5013427734375,365.8898620605469,369.2406311035156,373.8123474121094,379.4571228027344,382.72003173828125,385.97686767578125,389.22760009765625,391.67022705078125,393.64697265625,395.3229064941406,391.1684265136719,394.41790771484375,397.6571350097656,399.2624206542969,402.4632263183594,405.6639099121094,404.80511474609375,407.3315124511719,409.7938232421875,412.1868896484375,414.5053405761719,421.9725036621094,428.0627746582031,431.2619934082031,434.46136474609375,437.6609191894531,440.86053466796875,444.0601501464844,447.2595520019531,450.4594421386719,453.6588439941406,456.8581848144531,460.05780029296875,463.25689697265625,464.8439636230469,466.8407287597656,469.3006896972656,470.57659912109375,471.20257568359375,467.4068908691406,468.0433044433594,471.5381164550781,467.1615295410156,473.7445373535156,469.2040710449219,464.1812438964844,465.9453125,460.4680480957031,467.5771179199219,465.1523132324219,475.16546630859375,471.83392333984375,466.2579650878906,451.0265197753906,452.7292175292969,454.07159423828125,453.0556335449219,446.65240478515625,439.63897705078125,432.0199890136719,423.8039245605469,415.00213623046875,405.62774658203125,402.8022766113281,392.6029052734375,383.9042663574219,371.12530517578125,357.77532958984375,343.8951416015625,329.566162109375,314.9598388671875,300.42584228515625,286.6400146484375
6,288.45001220703125,288.57183837890625,288.8162536621094,289.7029724121094,292.92071533203125,296.3232116699219,300.42352294921875,303.4693603515625,305.580078125,307.67645263671875,309.7567138671875,313.31512451171875,316.5461730957031,317.77587890625,319.9348449707031,326.2877197265625,329.34283447265625,325.57696533203125,328.50543212890625,331.4328918457031,345.4902038574219,348.7901611328125,352.0870666503906,355.38043212890625,358.6697082519531,349.6138000488281,351.7427978515625,363.61981201171875,367.0766906738281,361.0653991699219,363.3481140136719,366.68316650390625,369.9820861816406,387.8150634765625,391.2264404296875,394.4361877441406,397.6347351074219,400.8209228515625,400.9270935058594,403.36309814453125,395.8214111328125,399.026123046875,402.229248046875,407.3763122558594,410.6053771972656,411.83349609375,415.033935546875,418.2342529296875,421.4339294433594,423.97259521484375,429.1197814941406,431.60467529296875,436.2990417480469,439.5019226074219,442.70452880859375,445.90655517578125,447.9512023925781,450.23028564453125,452.8019714355469,453.8911437988281,464.1656188964844,465.9096374511719,467.4864501953125,469.3189697265625,470.0777587890625,471.13531494140625,471.8103942871094,472.3114013671875,472.5448303222656,472.4922180175781,471.3066711425781,471.4543151855469,470.43212890625,469.05029296875,467.2915954589844,440.2696533203125,441.632080078125,441.85302734375,445.05474853515625,446.78363037109375,430.1607666015625,415.9535217285156,410.7889709472656,382.1404113769531,377.75616455078125,370.1729736328125,364.96917724609375,354.81292724609375,342.70745849609375,338.1067199707031,328.38592529296875,324.9593505859375,321.2583312988281,317.2778015136719,313.01031494140625,308.43585205078125,303.1875305175781,297.8321533203125,292.33544921875,286.6400146484375
7,288.4200134277344,287.74609375,287.79071044921875,288.61578369140625,291.6991882324219,295.76470947265625,298.7698669433594,300.4711608886719,302.1611633300781,303.83837890625,305.50115966796875,308.9342956542969,312.8598327636719,317.4887390136719,319.60931396484375,317.41436767578125,320.1615905761719,325.81024169921875,327.8175964355469,329.7921142578125,331.7320251464844,333.82867431640625,336.5345153808594,337.3260192871094,341.9018859863281,353.7579650878906,357.4856262207031,361.13360595703125,364.7121887207031,370.2528381347656,375.78912353515625,378.36993408203125,380.9942321777344,383.77032470703125,385.77081298828125,388.21038818359375,390.5343322753906,384.16717529296875,387.5587463378906,390.9178771972656,392.36016845703125,395.573974609375,398.78338623046875,386.11370849609375,387.8757019042969,389.55682373046875,391.1531677246094,392.6607971191406,394.0760498046875,412.3369140625,419.2784423828125,420.3762512207031,421.35009765625,422.19525146484375,422.9068298339844,434.0406799316406,437.3945617675781,441.7178039550781,442.45654296875,443.0255126953125,443.4170837402344,443.6236572265625,443.6376953125,443.451904296875,443.0591125488281,442.45245361328125,436.8664855957031,440.5715637207031,439.2853088378906,434.0545654296875,435.9946594238281,433.9811706542969,431.71728515625,429.2000427246094,426.4272766113281,431.73370361328125,428.7780456542969,438.01287841796875,434.11590576171875,433.1505432128906,410.7269287109375,412.58734130859375,414.1121826171875,415.2497253417969,410.3446350097656,404.1185302734375,397.5355224609375,390.60626220703125,383.34344482421875,375.7615966796875,367.8768310546875,359.7064208984375,351.2682800292969,342.5805358886719,333.6615295410156,324.5307922363281,315.2123107910156,306.7863464355469,296.67718505859375,286.6400146484375
8,288.5299987792969,288.411865234375,288.4828186035156,289.43658447265625,292.5421142578125,295.31549072265625,296.6606750488281,297.9983215332031,299.3271179199219,301.12066650390625,303.5758361816406,305.106689453125,311.3541564941406,312.2198181152344,312.3387756347656,316.7225341796875,318.46368408203125,318.085693359375,320.5438537597656,323.51885986328125,343.63140869140625,346.8545837402344,350.0748596191406,353.29119873046875,356.50238037109375,339.9313049316406,354.68994140625,358.4716491699219,362.1743469238281,353.6646423339844,354.7788391113281,358.4967346191406,362.0989990234375,379.7837219238281,388.03094482421875,391.0889892578125,394.1216735839844,397.1262512207031,393.7961120605469,394.13934326171875,388.85693359375,392.08966064453125,395.2796936035156,398.5313415527344,401.7441711425781,399.5224304199219,401.6130065917969,405.04034423828125,407.60076904296875,408.5995178222656,420.9717712402344,424.1724548339844,427.3729553222656,428.97808837890625,433.7732849121094,436.9732666015625,440.17340087890625,437.70599365234375,440.78839111328125,443.8250732421875,452.97119140625,456.1708068847656,452.60064697265625,450.29833984375,450.5107421875,450.5033874511719,450.2663879394531,449.78985595703125,449.06427001953125,448.0803527832031,445.2687072753906,445.3026428222656,443.49273681640625,441.39227294921875,438.9949035644531,409.53814697265625,411.1087951660156,407.3104553222656,410.8327941894531,414.2735900878906,389.6543884277344,387.2205505371094,382.8045959472656,357.634765625,354.2516174316406,348.3493957519531,344.38238525390625,329.6007080078125,326.37628173828125,323.073486328125,305.7310791015625,303.667236328125,301.5860900878906,299.4898376464844,297.3803405761719,295.2588195800781,293.1257629394531,290.98040771484375,288.82012939453125,286.6400146484375
9,288.5899963378906,288.20477294921875,288.18408203125,288.5227355957031,291.0518493652344,293.9012451171875,294.95330810546875,295.9991455078125,297.0376892089844,298.06793212890625,300.62225341796875,302.8018798828125,307.73760986328125,309.2850341796875,310.78271484375,312.259521484375,313.7140197753906,315.1447448730469,316.7943115234375,321.6280822753906,323.9388732910156,326.23345947265625,328.5096130371094,327.012451171875,329.0106506347656,347.78985595703125,351.78350830078125,355.6861572265625,359.50531005859375,364.013671875,368.0884704589844,370.9433898925781,374.0874938964844,377.3053283691406,374.5632629394531,376.4302978515625,378.2300109863281,378.9902648925781,379.93212890625,382.04681396484375,383.45819091796875,384.7882385253906,386.0345458984375,367.902099609375,369.1672058105469,370.3572692871094,371.4696960449219,372.5018615722656,373.451416015625,392.21014404296875,400.1094055175781,400.6402587890625,401.0581970214844,401.3607177734375,401.5453796386719,415.7428283691406,416.2819519042969,422.5516052246094,422.6310119628906,422.5558166503906,422.3221435546875,421.9263000488281,421.3648681640625,420.6346130371094,419.7325439453125,418.65594482421875,412.22998046875,415.9701232910156,414.35723876953125,412.5624694824219,410.5849609375,408.4241638183594,406.08013916015625,403.5531921386719,400.84429931640625,419.1939697265625,415.9176025390625,412.3994140625,408.6411437988281,405.2734069824219,380.8807678222656,376.9643249511719,372.8909606933594,377.837158203125,375.4552917480469,379.4375305175781,376.8321228027344,370.955810546875,364.8564453125,358.5445556640625,352.03155517578125,345.3298034667969,338.452392578125,331.4129943847656,324.2257385253906,316.905029296875,309.4661865234375,301.92620849609375,294.3067321777344,286.6400146484375
